object_category,pair_ix,FirstRoundCardIndex,Model_Response,Round1,Round2,Round3,Round4
baskets,37,Card7,"{
    ""Round1"": ""it's like closed, no holes in the wicker, it's got like a little handle on the top"",
    ""Round2"": ""it's a round one with a lid, this one's got, like, handles, and not bars, with a little thing on the top of it"",
    ""Round3"": ""the basket with the lid on it, and the little like handle on the top"",
    ""Round4"": ""the round one with the funny thing on the top of the lid""
}","it's like closed, no holes in the wicker, it's got like a little handle on the top","it's a round one with a lid, this one's got, like, handles, and not bars, with a little thing on the top of it","the basket with the lid on it, and the little like handle on the top",the round one with the funny thing on the top of the lid
baskets,37,Card8,"{
    ""Round1"": ""a V-shaped basket"",
    ""Round2"": ""V-shaped"",
    ""Round3"": ""V-shaped one"",
    ""Round4"": ""V-shaped one""
}",a V-shaped basket,V-shaped,V-shaped one,V-shaped one
baskets,37,Card9,"{
    ""Round1"": ""it's shorter, it's got a lid, and uh... A handle, And it's short"",
    ""Round2"": ""nine looks just like five, but a smaller version"",
    ""Round3"": ""it's the smaller one"",
    ""Round4"": ""the smaller one""
}","it's shorter, it's got a lid, and uh... A handle, And it's short","nine looks just like five, but a smaller version",it's the smaller one,the smaller one
baskets,37,Card10,"{
    ""Round1"": ""ten looks just like nine, but bigger, one big loop over it"",
    ""Round2"": ""it's got a lid, and it's got a bar handle, it's round, it's kinda tall compared to…the other one that it looks like, it's the bigger of the two"",
    ""Round3"": ""this one's the bigger one"",
    ""Round4"": ""it's the bigger one""
}","ten looks just like nine, but bigger, one big loop over it","it's got a lid, and it's got a bar handle, it's round, it's kinda tall compared to…the other one that it looks like, it's the bigger of the two",this one's the bigger one,it's the bigger one
baskets,43,Card1,"{
    ""Round1"": ""wide and long, has a handle, right in the middle, narrow"",
    ""Round2"": ""narrow, long, has a handle, no cover"",
    ""Round3"": ""long, narrow, with a handle, no cover"",
    ""Round4"": ""long, narrow, small, has a handle right in the middle""
}","wide and long, has a handle, right in the middle, narrow","narrow, long, has a handle, no cover","long, narrow, with a handle, no cover","long, narrow, small, has a handle right in the middle"
baskets,43,Card2,"{
    ""Round1"": ""small, big handle for its size, dark orange with a bit of um pink and green, darkish green kinda"",
    ""Round2"": ""small figure with a big handle for its size, small red like ribbons going around it"",
    ""Round3"": ""small, big handle for it, little ribbons going around it--red"",
    ""Round4"": ""big handle, small, red ribbons going across from it, a bit a green""
}","small, big handle for its size, dark orange with a bit of um pink and green, darkish green kinda","small figure with a big handle for its size, small red like ribbons going around it","small, big handle for it, little ribbons going around it--red","big handle, small, red ribbons going across from it, a bit a green"
baskets,43,Card3,"```json
{
    ""Round1"": ""wider, it's round, shorter handle, big holes, they’re in the form of ovals, knotted together, light kinda brownish kinda thing, the bottom to it, it has dark spots"",
    ""Round2"": ""oval, you can see through it, it has a handle, it has the black spots, like on the bottom"",
    ""Round3"": ""small, it has um handle, you can see right through it, it has dark spots on the bottom"",
    ""Round4"": ""oval, it's small, it has a handle, you could see through it, it has darkish spots on the bottom""
}
```","wider, it's round, shorter handle, big holes, they’re in the form of ovals, knotted together, light kinda brownish kinda thing, the bottom to it, it has dark spots","oval, you can see through it, it has a handle, it has the black spots, like on the bottom","small, it has um handle, you can see right through it, it has dark spots on the bottom","oval, it's small, it has a handle, you could see through it, it has darkish spots on the bottom"
baskets,43,Card4,"{
    ""Round1"": ""big one, that's just wide, it has a big opening, and it has no handle"",
    ""Round2"": ""wide, oval, and it's big… no cover"",
    ""Round3"": ""big, wide, oval, and has no cover, no handles"",
    ""Round4"": ""big, wide, it's like a brownish and no cover""
}","big one, that's just wide, it has a big opening, and it has no handle","wide, oval, and it's big… no cover","big, wide, oval, and has no cover, no handles","big, wide, it's like a brownish and no cover"
baskets,43,Card5,"{
    ""Round1"": ""small one, it has like a pink ribbon going around it, and it has openings, and it's clear, and you can see right through it"",
    ""Round2"": ""small…one uh with a red ribbon going around it, and it's clear"",
    ""Round3"": ""small, it has a red ribbon going through it, and it has clear that you could see right through it"",
    ""Round4"": ""small, has riddons goin'--it's has a red ribbon going across from it, and you could see through it""
}","small one, it has like a pink ribbon going around it, and it has openings, and it's clear, and you can see right through it","small…one uh with a red ribbon going around it, and it's clear","small, it has a red ribbon going through it, and it has clear that you could see right through it","small, has riddons goin'--it's has a red ribbon going across from it, and you could see through it"
baskets,43,Card6,"{
    ""Round1"": ""light orange…like, kinda yellowish, has green through--it has like little triangles, like the figures"",
    ""Round2"": ""yellowish, like kinda orange-yellowish, it has the triangle figures with the green, *no* cover"",
    ""Round3"": ""oval, it's um light orange yellowish, has triangle figures with green on it"",
    ""Round4"": ""wide, it's oval, triangle figures and it has green on it""
}","light orange…like, kinda yellowish, has green through--it has like little triangles, like the figures","yellowish, like kinda orange-yellowish, it has the triangle figures with the green, *no* cover","oval, it's um light orange yellowish, has triangle figures with green on it","wide, it's oval, triangle figures and it has green on it"
baskets,43,Card7,"{
    ""Round1"": ""it has a cover, it's wide, it's big and it has handles, the cover has this little head thing"",
    ""Round2"": ""it's wide, oval, has a cover with handles, the cover has this um like top figure"",
    ""Round3"": ""it's big, oval with handles, has a cover and has a head, uh on the cover"",
    ""Round4"": ""it's big, oval, has a cover, has handles, the cover has something on the top""
}","it has a cover, it's wide, it's big and it has handles, the cover has this little head thing","it's wide, oval, has a cover with handles, the cover has this um like top figure","it's big, oval with handles, has a cover and has a head, uh on the cover","it's big, oval, has a cover, has handles, the cover has something on the top"
baskets,43,Card8,"{
    ""Round1"": ""kinda a triangle, pointing downwards, with a handle"",
    ""Round2"": ""triangle with the point downwards"",
    ""Round3"": ""triangle with the point downward, and it has a handle"",
    ""Round4"": ""triangle looking downward with a handle""
}","kinda a triangle, pointing downwards, with a handle",triangle with the point downwards,"triangle with the point downward, and it has a handle",triangle looking downward with a handle
baskets,43,Card9,"{
    ""Round1"": ""oval shaped, kinda like a circle, it has a cover, and it has a handle that's kinda like--like half a triangle, it's short"",
    ""Round2"": ""small, it has a cover, it's wide, and it has a handle with half rectangle figure"",
    ""Round3"": ""small, um short with a little--uh with a cover, and the handle is also half rectangular shape"",
    ""Round4"": ""small, short, with a…cover and half rectangular handle""
}","oval shaped, kinda like a circle, it has a cover, and it has a handle that's kinda like--like half a triangle, it's short","small, it has a cover, it's wide, and it has a handle with half rectangle figure","small, um short with a little--uh with a cover, and the handle is also half rectangular shape","small, short, with a…cover and half rectangular handle"
baskets,43,Card10,"{
    ""Round1"": ""long with a cover, taller"",
    ""Round2"": ""long, has a cover, has a handle with the half rectangle figure"",
    ""Round3"": ""long with a cover, has a handle that's recta--half rectangular shape"",
    ""Round4"": ""long, has a cover and half rectangular handle, light like a brownish--light brownish, tall""
}","long with a cover, taller","long, has a cover, has a handle with the half rectangle figure","long with a cover, has a handle that's recta--half rectangular shape","long, has a cover and half rectangular handle, light like a brownish--light brownish, tall"
baskets,45,Card1,"```json
{
    ""Round1"": ""rectangle shaped basket, the handle in the middle"",
    ""Round2"": ""rectangle shaped one with the handle in the middle"",
    ""Round3"": ""rectangle shaped one with the handle in the middle"",
    ""Round4"": ""rectangular shaped with the handle in the middle""
}
```","rectangle shaped basket, the handle in the middle",rectangle shaped one with the handle in the middle,rectangle shaped one with the handle in the middle,rectangular shaped with the handle in the middle
baskets,45,Card2,"{
    ""Round1"": ""like a Easter basket, has like pink…things, pink um wood, a twisted handle, has like pink in it, the…things that you sew it together with, has green outlining in it, around the handles especially, squarish type bottom"",
    ""Round2"": ""the Easter basket"",
    ""Round3"": ""the Easter basket"",
    ""Round4"": ""the Easter basket""
}","like a Easter basket, has like pink…things, pink um wood, a twisted handle, has like pink in it, the…things that you sew it together with, has green outlining in it, around the handles especially, squarish type bottom",the Easter basket,the Easter basket,the Easter basket
baskets,45,Card3,"{
    ""Round1"": ""a circular one and it's like crisscross box baskets, circular one, like the most circular one, round handle, shaped like a bowl, texture it's like crisscross, lightish brown kind of, a little bit black inside"",
    ""Round2"": ""that circular one with the crisscrosses and the little black stuff inside, round handle and no lid"",
    ""Round3"": ""circular with the crisscross and the black stuff inside"",
    ""Round4"": ""no lid and handle, confusing one with the black stuff inside""
}","a circular one and it's like crisscross box baskets, circular one, like the most circular one, round handle, shaped like a bowl, texture it's like crisscross, lightish brown kind of, a little bit black inside","that circular one with the crisscrosses and the little black stuff inside, round handle and no lid",circular with the crisscross and the black stuff inside,"no lid and handle, confusing one with the black stuff inside"
baskets,45,Card4,"{
    ""Round1"": ""doesn't have a lid, it's like wide, it's a circle, really tiny like the sewing things, the widest one, looks like it will be the biggest one"",
    ""Round2"": ""the widest, no handles and no lid"",
    ""Round3"": ""the most circular and widest…one with no lid and no handle"",
    ""Round4"": ""the wide bowl, like the biggest, the most circular and wide bowl""
}","doesn't have a lid, it's like wide, it's a circle, really tiny like the sewing things, the widest one, looks like it will be the biggest one","the widest, no handles and no lid",the most circular and widest…one with no lid and no handle,"the wide bowl, like the biggest, the most circular and wide bowl"
baskets,45,Card5,"{
    ""Round1"": ""it has like a pink ribbon going around it, it's small and it also has like the crisscross things"",
    ""Round2"": ""the smallest basket with the pink ribbon going around it"",
    ""Round3"": ""the smallest basket with the…round ribbon, the pink ribbon going around it"",
    ""Round4"": ""the smallest one with the pink ribbon going around""
}","it has like a pink ribbon going around it, it's small and it also has like the crisscross things",the smallest basket with the pink ribbon going around it,"the smallest basket with the…round ribbon, the pink ribbon going around it",the smallest one with the pink ribbon going around
baskets,45,Card6,"{
    ""Round1"": ""light goldish basket, has like triangles, greenish background, circular on the bottom, solid at the bottom"",
    ""Round2"": ""no lid, no handle, triangles on the bowl, goldish brown, green in the background"",
    ""Round3"": ""green background and triangles, goldish brown"",
    ""Round4"": ""green background with triangles, goldish brown""
}","light goldish basket, has like triangles, greenish background, circular on the bottom, solid at the bottom","no lid, no handle, triangles on the bowl, goldish brown, green in the background","green background and triangles, goldish brown","green background with triangles, goldish brown"
baskets,45,Card7,"{
    ""Round1"": ""has a lid and um it's like goldish and it has like handles, like two handles…on the… edge, little thing sticking up in the middle"",
    ""Round2"": ""is the one with the lid, It's goldish brown with two handles and that thing sticking up in the middle"",
    ""Round3"": ""the one with the two ha--it's goldish brown with two small handles on the side and that thing sticking up"",
    ""Round4"": ""the one that has the two small handles and the thing sticking up, On the lid""
}","has a lid and um it's like goldish and it has like handles, like two handles…on the… edge, little thing sticking up in the middle","is the one with the lid, It's goldish brown with two handles and that thing sticking up in the middle",the one with the two ha--it's goldish brown with two small handles on the side and that thing sticking up,"the one that has the two small handles and the thing sticking up, On the lid"
baskets,45,Card8,"{
    ""Round1"": ""triangle…shaped basket"",
    ""Round2"": ""heart shaped"",
    ""Round3"": ""heart shaped"",
    ""Round4"": ""heart shaped""
}",triangle…shaped basket,heart shaped,heart shaped,heart shaped
baskets,45,Card9,"```json
{
    ""Round1"": ""circular one, has a handle in the middle"",
    ""Round2"": ""round one with the lid and a handle"",
    ""Round3"": ""roundish with the flat lid and a handle, square handle"",
    ""Round4"": ""circular one with the square handle and the flat lid""
}
```","circular one, has a handle in the middle",round one with the lid and a handle,"roundish with the flat lid and a handle, square handle",circular one with the square handle and the flat lid
baskets,45,Card10,"{
    ""Round1"": ""squarish one, it gets smaller as you go down, it has a lid"",
    ""Round2"": ""last one from the first card, it gets smaller as you go along, it's like a square one, the flat lid"",
    ""Round3"": ""the square one that gets smaller as you go along with the flat lid"",
    ""Round4"": ""the square one that goes down, like gets smaller as you go down""
}","squarish one, it gets smaller as you go down, it has a lid","last one from the first card, it gets smaller as you go along, it's like a square one, the flat lid",the square one that gets smaller as you go along with the flat lid,"the square one that goes down, like gets smaller as you go down"
