experiment,prompt_strategy,director_model,matcher_model,session_id,round,object_num,basket_id,left_extractor,left_gpt_model,right_extractor,right_gpt_model,left_re_words,right_re_words,word_count_delta_right_minus_left,multiset_jaccard,left_referring_expression,right_referring_expression
Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_2,4,2,2,deterministic,,deterministic,,25,25,0,1.0,"small rectangular, chunky weave, big arched handle (kinda picnic basket) was the small rectangular chunky-weave one w the big arched handle (classic picnic look)","small rectangular, chunky weave, big arched handle (kinda picnic basket) was the small rectangular chunky-weave one w the big arched handle (classic picnic look)"
Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_2,4,3,3,deterministic,,deterministic,,10,10,0,1.0,"lidded duck/goose shaped basket (side view, beak sticking out)","lidded duck/goose shaped basket (side view, beak sticking out)"
Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_2,4,4,4,deterministic,,deterministic,,10,10,0,1.0,square-ish green/teal wicker w tan braided rim + handle,square-ish green/teal wicker w tan braided rim + handle
Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_2,4,5,5,deterministic,,deterministic,,11,11,0,1.0,"round open tub w two little ear handles, tight brown weave","round open tub w two little ear handles, tight brown weave"
Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_2,4,6,6,deterministic,,deterministic,,12,12,0,1.0,"round deep bucket basket, dark thick handle, kind of shiny brown weave","round deep bucket basket, dark thick handle, kind of shiny brown weave"
Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_2,4,7,7,deterministic,,deterministic,,11,11,0,1.0,"tall cylinder basket, open top, two small loop handles near rim","tall cylinder basket, open top, two small loop handles near rim"
Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_2,4,8,8,deterministic,,deterministic,,12,12,0,1.0,"long rectangular w lid, one tall handle on top (picnic hamper style)","long rectangular w lid, one tall handle on top (picnic hamper style)"
Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_2,4,9,9,deterministic,,deterministic,,9,9,0,1.0,"round lidded cat face basket (front view, ears + whiskers)","round lidded cat face basket (front view, ears + whiskers)"
Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_3,1,1,1,deterministic,,deterministic,,25,25,0,1.0,"looks like a woven animal/duck shape—oval body with a little head/beak sticking out on the right, lid on top, tiny colored eye.","looks like a woven animal/duck shape—oval body with a little head/beak sticking out on the right, lid on top, tiny colored eye."
Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_3,1,10,10,deterministic,,deterministic,,18,18,0,1.0,shallow round tray-basket w/ a single handle; spiral weave on the base (light tan w/ reddish accents).,shallow round tray-basket w/ a single handle; spiral weave on the base (light tan w/ reddish accents).
Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_3,1,11,11,deterministic,,deterministic,,17,17,0,1.0,"chunky round basket with two stubby side handles; tight diagonal weave, kind of bulbous (no tall handle).","chunky round basket with two stubby side handles; tight diagonal weave, kind of bulbous (no tall handle)."
Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_3,1,12,12,deterministic,,deterministic,,22,22,0,1.0,light brown oval basket with one big handle; has a pointed/triangular dip in the rim on one side (like a spout).,light brown oval basket with one big handle; has a pointed/triangular dip in the rim on one side (like a spout).
Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_3,1,2,2,deterministic,,deterministic,,18,18,0,1.0,"classic round brown basket with a big dark arched handle (almost black), kind of bulbous/half-sphere body.","classic round brown basket with a big dark arched handle (almost black), kind of bulbous/half-sphere body."
Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_3,1,3,3,deterministic,,deterministic,,19,19,0,1.0,rectangular picnic basket w/ a hinged lid flipped open to the right + a tall vertical handle in the middle.,rectangular picnic basket w/ a hinged lid flipped open to the right + a tall vertical handle in the middle.
Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_3,1,4,4,deterministic,,deterministic,,21,21,0,1.0,"small oval basket, light tan/white weave with a single handle; has little colored bands on the handle (red/green-ish).","small oval basket, light tan/white weave with a single handle; has little colored bands on the handle (red/green-ish)."
Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_3,1,5,5,deterministic,,deterministic,,12,12,0,1.0,squat rectangular brown basket w/ a thick twisted-rope handle (no lid).,squat rectangular brown basket w/ a thick twisted-rope handle (no lid).
Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_3,1,6,6,deterministic,,deterministic,,20,20,0,1.0,"round lidded basket that’s a cat face—ears, whiskers, little nose/eyes on the lid; sits on tiny feet.","round lidded basket that’s a cat face—ears, whiskers, little nose/eyes on the lid; sits on tiny feet."
Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_3,1,7,7,deterministic,,deterministic,,18,18,0,1.0,rectangular basket with a wide handle; greenish/teal woven sides with tan/orange rim and base (two-tone).,rectangular basket with a wide handle; greenish/teal woven sides with tan/orange rim and base (two-tone).
Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_3,1,8,8,deterministic,,deterministic,,18,18,0,1.0,"short round-ish basket, dark gray/black weave with lighter tan bands near the bottom; thick dark handle.","short round-ish basket, dark gray/black weave with lighter tan bands near the bottom; thick dark handle."
Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_3,1,9,9,deterministic,,deterministic,,17,17,0,1.0,"tall cylindrical wicker basket (like a hamper) with two small loop handles near the top, open top.","tall cylindrical wicker basket (like a hamper) with two small loop handles near the top, open top."
Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_3,2,1,1,deterministic,,deterministic,,15,15,0,1.0,oval picnic basket w tall center handle + a little hinged lid flap on one side,oval picnic basket w tall center handle + a little hinged lid flap on one side
Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_3,2,10,10,deterministic,,deterministic,,15,15,0,1.0,"big round tub basket w two small ear handles (no tall handle), tight brown weave","big round tub basket w two small ear handles (no tall handle), tight brown weave"
Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_3,2,11,11,deterministic,,deterministic,,17,17,0,1.0,oval basket w tall handle and little colored fabric wraps on the handle sides (red/purple bits),oval basket w tall handle and little colored fabric wraps on the handle sides (red/purple bits)
Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_3,2,12,12,deterministic,,deterministic,,19,19,0,1.0,light brown open basket w tall handle; rim has a wavy/scalloped dip in the middle (like a smile),light brown open basket w tall handle; rim has a wavy/scalloped dip in the middle (like a smile)
Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_3,2,2,2,deterministic,,deterministic,,12,12,0,1.0,"tall cylindrical wicker hamper, open top, two small loop handles near rim","tall cylindrical wicker hamper, open top, two small loop handles near rim"
Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_3,2,3,3,deterministic,,deterministic,,13,13,0,1.0,round bulbous basket w thick dark arched handle (almost like a pot shape),round bulbous basket w thick dark arched handle (almost like a pot shape)
Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_3,2,4,4,deterministic,,deterministic,,11,11,0,1.0,small rectangular low basket w big twisted-rope handle (light tan),small rectangular low basket w big twisted-rope handle (light tan)
Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_3,2,5,5,deterministic,,deterministic,,14,14,0,1.0,dark gray/black wicker basket w pale base and a gray handle (two-tone),dark gray/black wicker basket w pale base and a gray handle (two-tone)
Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_3,2,6,6,deterministic,,deterministic,,11,11,0,1.0,"lidded duck-shaped basket (tan), head on right w little eye","lidded duck-shaped basket (tan), head on right w little eye"
Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_3,2,7,7,deterministic,,deterministic,,16,16,0,1.0,"round lidded animal basket facing front (cat-ish face), light straw, sitting on 3 little feet","round lidded animal basket facing front (cat-ish face), light straw, sitting on 3 little feet"
Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_3,2,8,8,deterministic,,deterministic,,13,13,0,1.0,shallow round tray-basket w single thin handle; spiral weave center (light tan),shallow round tray-basket w single thin handle; spiral weave center (light tan)
Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_3,2,9,9,deterministic,,deterministic,,13,13,0,1.0,"rectangular basket w greenish sides + tan rim, big arched handle, kind of boxy","rectangular basket w greenish sides + tan rim, big arched handle, kind of boxy"
Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_3,3,1,1,deterministic,,deterministic,,13,13,0,1.0,basket w/ big arch handle; greenish body w/ tan rim + base (rectangular-ish),basket w/ big arch handle; greenish body w/ tan rim + base (rectangular-ish)
Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_3,3,10,10,deterministic,,deterministic,,15,15,0,1.0,"chunky tight-weave rectangle, no lid/metal; thick twisted handle, kind of orange-honey color","chunky tight-weave rectangle, no lid/metal; thick twisted handle, kind of orange-honey color"
Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_3,3,11,11,deterministic,,deterministic,,14,14,0,1.0,"big round tub basket w/ 2 short handles (no tall handle), dark tan weave","big round tub basket w/ 2 short handles (no tall handle), dark tan weave"
Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_3,3,12,12,deterministic,,deterministic,,4,4,0,1.0,yep exactly that one,yep exactly that one
Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_3,3,2,2,deterministic,,deterministic,,16,16,0,1.0,white wicker oval w/ tall handle; has 2 brown leather strap bits on the handle sides,white wicker oval w/ tall handle; has 2 brown leather strap bits on the handle sides
Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_3,3,3,3,deterministic,,deterministic,,10,10,0,1.0,round lidded basket that’s a cat face (ears + whiskers),round lidded basket that’s a cat face (ears + whiskers)
Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_3,3,4,4,deterministic,,deterministic,,10,10,0,1.0,"mouse-shaped lidded basket (side profile), little eye + pointed nose","mouse-shaped lidded basket (side profile), little eye + pointed nose"
Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_3,3,5,5,deterministic,,deterministic,,18,18,0,1.0,"light tan open basket, kinda square/rounded, single handle and a little side pocket/compartment on the right","light tan open basket, kinda square/rounded, single handle and a little side pocket/compartment on the right"
Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_3,3,6,6,deterministic,,deterministic,,14,14,0,1.0,tall cylindrical basket w/ 2 small loop handles at the top (like a hamper),tall cylindrical basket w/ 2 small loop handles at the top (like a hamper)
Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_3,3,7,7,deterministic,,deterministic,,16,16,0,1.0,dark brown round basket w/ thick handle; kind of bulbous bottom (like a big pot shape),dark brown round basket w/ thick handle; kind of bulbous bottom (like a big pot shape)
Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_3,3,8,8,deterministic,,deterministic,,18,18,0,1.0,dark gray/black oval basket w/ big handle; has a band of light vertical slats around the middle,dark gray/black oval basket w/ big handle; has a band of light vertical slats around the middle
Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_3,3,9,9,deterministic,,deterministic,,12,12,0,1.0,small rectangular honey-brown basket w/ a twisted rope handle (single arch),small rectangular honey-brown basket w/ a twisted rope handle (single arch)
Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_3,4,1,1,deterministic,,deterministic,,15,15,0,1.0,"shallow oval tray basket, light tan, one big arched handle over it (kinda flat/low).","shallow oval tray basket, light tan, one big arched handle over it (kinda flat/low)."
Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_3,4,10,10,deterministic,,deterministic,,18,18,0,1.0,"oval shallow basket w/ white-and-tan weave + tall handle, and little red ties where handle meets sides.","oval shallow basket w/ white-and-tan weave + tall handle, and little red ties where handle meets sides."
Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_3,4,11,11,deterministic,,deterministic,,17,17,0,1.0,"plain light-brown oval basket, open top, one thick handle, kinda squat (no lid, no color accents).","plain light-brown oval basket, open top, one thick handle, kinda squat (no lid, no color accents)."
Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_3,4,12,12,deterministic,,deterministic,,18,18,0,1.0,"dark gray/black oval basket w/ one handle, white-ish rim and a lighter stripe near the bottom.","dark gray/black oval basket w/ one handle, white-ish rim and a lighter stripe near the bottom."
Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_3,4,2,2,deterministic,,deterministic,,25,25,0,1.0,"small rectangular, tight square weave, tall handle, golden brown (picnic-y). small rectangular basket w/ big arched handle, chunky square weave (like a little tote).","small rectangular, tight square weave, tall handle, golden brown (picnic-y). small rectangular basket w/ big arched handle, chunky square weave (like a little tote)."
Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_3,4,3,3,deterministic,,deterministic,,9,9,0,1.0,"lidded duck-shaped basket (side view, beak sticking out).","lidded duck-shaped basket (side view, beak sticking out)."
Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_3,4,4,4,deterministic,,deterministic,,10,10,0,1.0,rectangular green/teal wicker with tan rim + handle (two-tone).,rectangular green/teal wicker with tan rim + handle (two-tone).
Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_3,4,5,5,deterministic,,deterministic,,14,14,0,1.0,"round tub basket w/ 2 little ear handles, tight diagonal weave, no big handle.","round tub basket w/ 2 little ear handles, tight diagonal weave, no big handle."
Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_3,4,6,6,deterministic,,deterministic,,15,15,0,1.0,dark brown half-round bucket w/ thick black handle + a lighter band near the top.,dark brown half-round bucket w/ thick black handle + a lighter band near the top.
Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_3,4,7,7,deterministic,,deterministic,,14,14,0,1.0,tall cylindrical basket (like a hamper) with 2 small loop handles at the top.,tall cylindrical basket (like a hamper) with 2 small loop handles at the top.
Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_3,4,8,8,deterministic,,deterministic,,18,18,0,1.0,"long rectangular picnic basket w/ lid, and the handle is folded down diagonally across the top (not upright).","long rectangular picnic basket w/ lid, and the handle is folded down diagonally across the top (not upright)."
Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_3,4,9,9,deterministic,,deterministic,,9,9,0,1.0,"round lidded cat face basket (front view, ears + whiskers).","round lidded cat face basket (front view, ears + whiskers)."
Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_4,1,1,1,deterministic,,deterministic,,26,26,0,1.0,"looks like a woven animal/duck shape—rounded body with a little head/beak sticking out on the right, kind of like a lidded duck basket.","looks like a woven animal/duck shape—rounded body with a little head/beak sticking out on the right, kind of like a lidded duck basket."
Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_4,1,10,10,deterministic,,deterministic,,19,19,0,1.0,"shallow round tray-basket with a single handle; spiral weave in the base, light tan with some reddish bands.","shallow round tray-basket with a single handle; spiral weave in the base, light tan with some reddish bands."
Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_4,1,11,11,deterministic,,deterministic,,22,22,0,1.0,"chunky round open basket w/ two stubby side handles; kind of thick weave, darker brown, flares out a bit at the top.","chunky round open basket w/ two stubby side handles; kind of thick weave, darker brown, flares out a bit at the top."
Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_4,1,12,12,deterministic,,deterministic,,22,22,0,1.0,light brown oval basket w/ one handle; has a pointed/triangular dip in the rim on one side (like a little spout).,light brown oval basket w/ one handle; has a pointed/triangular dip in the rim on one side (like a little spout).
Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_4,1,2,2,deterministic,,deterministic,,16,16,0,1.0,"dark brown basket with a big thick arched handle; kind of bulb/rounded bottom, no lid.","dark brown basket with a big thick arched handle; kind of bulb/rounded bottom, no lid."
Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_4,1,3,3,deterministic,,deterministic,,18,18,0,1.0,rectangular picnic basket w/ a hinged lid flipped open + a tall center handle (like a classic picnic hamper).,rectangular picnic basket w/ a hinged lid flipped open + a tall center handle (like a classic picnic hamper).
Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_4,1,4,4,deterministic,,deterministic,,23,23,0,1.0,"small oval basket, light tan/white weave, with a single handle wrapped in white tape in a couple spots (handle has pale bands).","small oval basket, light tan/white weave, with a single handle wrapped in white tape in a couple spots (handle has pale bands)."
Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_4,1,5,5,deterministic,,deterministic,,15,15,0,1.0,"squat rectangular basket w/ a thick twisted-rope style handle; tight checker weave, medium brown.","squat rectangular basket w/ a thick twisted-rope style handle; tight checker weave, medium brown."
Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_4,1,6,6,deterministic,,deterministic,,17,17,0,1.0,"round lidded basket that’s a cat face—painted eyes/whiskers, little ears, sits on tiny feet.","round lidded basket that’s a cat face—painted eyes/whiskers, little ears, sits on tiny feet."
Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_4,1,7,7,deterministic,,deterministic,,19,19,0,1.0,rectangular basket with a wide handle; greenish sides w/ vertical stripes and a braided band along the top edge.,rectangular basket with a wide handle; greenish sides w/ vertical stripes and a braided band along the top edge.
Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_4,1,8,8,deterministic,,deterministic,,17,17,0,1.0,gray/black wicker basket with a single handle; has a lighter cream band around the bottom edge.,gray/black wicker basket with a single handle; has a lighter cream band around the bottom edge.
Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_4,1,9,9,deterministic,,deterministic,,18,18,0,1.0,"tall cylindrical basket (like a hamper) with two small loop handles near the top; vertical weave, medium brown.","tall cylindrical basket (like a hamper) with two small loop handles near the top; vertical weave, medium brown."
Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_4,2,1,1,deterministic,,deterministic,,18,18,0,1.0,oval picnic basket w tall center handle + a little hinged lid flap on one side (light tan wicker),oval picnic basket w tall center handle + a little hinged lid flap on one side (light tan wicker)
Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_4,2,10,10,deterministic,,deterministic,,19,19,0,1.0,"big round tub basket, tight weave, with 2 small loop handles sticking up on opposite sides (no long handle)","big round tub basket, tight weave, with 2 small loop handles sticking up on opposite sides (no long handle)"
Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_4,2,11,11,deterministic,,deterministic,,19,19,0,1.0,oval basket w tall handle; has white bands and little red/purple wrap bits where handle meets the sides,oval basket w tall handle; has white bands and little red/purple wrap bits where handle meets the sides
Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_4,2,12,12,deterministic,,deterministic,,17,17,0,1.0,"plain light-brown rectangular basket w one thick handle; open weave sides (no lid, no color accents)","plain light-brown rectangular basket w one thick handle; open weave sides (no lid, no color accents)"
Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_4,2,2,2,deterministic,,deterministic,,17,17,0,1.0,"tall cylindrical wicker hamper, kind of like a barrel, with 2 small loop handles near the rim","tall cylindrical wicker hamper, kind of like a barrel, with 2 small loop handles near the rim"
Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_4,2,3,3,deterministic,,deterministic,,15,15,0,1.0,round bulbous basket w a thick dark arched handle; looks like a little cauldron shape,round bulbous basket w a thick dark arched handle; looks like a little cauldron shape
Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_4,2,4,4,deterministic,,deterministic,,12,12,0,1.0,small rectangular low basket w big twisted-rope handle (light honey color),small rectangular low basket w big twisted-rope handle (light honey color)
Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_4,2,5,5,deterministic,,deterministic,,14,14,0,1.0,dark gray/black wicker basket w lighter base + a gray handle (kinda two-tone),dark gray/black wicker basket w lighter base + a gray handle (kinda two-tone)
Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_4,2,6,6,deterministic,,deterministic,,16,16,0,1.0,"lidded duck-shaped basket (tan), like a whole duck body w beak/eye on the side","lidded duck-shaped basket (tan), like a whole duck body w beak/eye on the side"
Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_4,2,7,7,deterministic,,deterministic,,18,18,0,1.0,"round lidded basket shaped like a cat face (ears + whiskers), light straw color, sitting on 3 little feet","round lidded basket shaped like a cat face (ears + whiskers), light straw color, sitting on 3 little feet"
Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_4,2,8,8,deterministic,,deterministic,,16,16,0,1.0,shallow round tray-basket w a single thin handle over top; spiral weave pattern (light tan),shallow round tray-basket w a single thin handle over top; spiral weave pattern (light tan)
Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_4,2,9,9,deterministic,,deterministic,,18,18,0,1.0,rectangular basket w tall handle; greenish/teal woven sides with a tan braided band across the top front,rectangular basket w tall handle; greenish/teal woven sides with a tan braided band across the top front
Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_4,3,1,1,deterministic,,deterministic,,14,14,0,1.0,"basket w/ big arch handle, greenish woven body w/ tan rim/base (rectangular-ish)","basket w/ big arch handle, greenish woven body w/ tan rim/base (rectangular-ish)"
Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_4,3,10,10,deterministic,,deterministic,,14,14,0,1.0,"small rectangular honey-brown basket w/ twisted rope handle (single arch), tight square weave","small rectangular honey-brown basket w/ twisted rope handle (single arch), tight square weave"
Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_4,3,11,11,deterministic,,deterministic,,17,17,0,1.0,"big round tub basket, no lid, with 2 short handles sticking up (one each side), chunky weave","big round tub basket, no lid, with 2 short handles sticking up (one each side), chunky weave"
Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_4,3,12,12,deterministic,,deterministic,,20,20,0,1.0,"shallow round tray basket w/ one handle; spiral weave center, light tan w/ a darker reddish band around the rim","shallow round tray basket w/ one handle; spiral weave center, light tan w/ a darker reddish band around the rim"
Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_4,3,2,2,deterministic,,deterministic,,16,16,0,1.0,white wicker oval w/ tall handle; handle has white wrap + little red bands near the sides,white wicker oval w/ tall handle; handle has white wrap + little red bands near the sides
Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_4,3,3,3,deterministic,,deterministic,,10,10,0,1.0,round lidded basket that’s a cat face (ears/whiskers),round lidded basket that’s a cat face (ears/whiskers)
Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_4,3,4,4,deterministic,,deterministic,,13,13,0,1.0,"mouse-shaped lidded basket (side profile), little eye + tail-ish handle on top","mouse-shaped lidded basket (side profile), little eye + tail-ish handle on top"
Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_4,3,5,5,deterministic,,deterministic,,16,16,0,1.0,"light tan oval basket w/ one big handle; open top, kind of tall sides, no lid","light tan oval basket w/ one big handle; open top, kind of tall sides, no lid"
Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_4,3,6,6,deterministic,,deterministic,,18,18,0,1.0,"deeper oval tote. light tan, tight weave, handle attached at the sides; no dark stripes (pretty uniform color).","deeper oval tote. light tan, tight weave, handle attached at the sides; no dark stripes (pretty uniform color)."
Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_4,3,7,7,deterministic,,deterministic,,15,15,0,1.0,tall cylindrical brown basket w/ 2 small loop handles near the rim (like a hamper),tall cylindrical brown basket w/ 2 small loop handles near the rim (like a hamper)
Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_4,3,8,8,deterministic,,deterministic,,15,15,0,1.0,"round brown basket w/ thick dark handle (single arch), kind of bulbous like a cauldron","round brown basket w/ thick dark handle (single arch), kind of bulbous like a cauldron"
Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_4,3,9,9,deterministic,,deterministic,,20,20,0,1.0,dark gray/black oval basket w/ one arch handle; has a row of white vertical slats/stripes around the middle,dark gray/black oval basket w/ one arch handle; has a row of white vertical slats/stripes around the middle
Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_4,4,1,1,deterministic,,deterministic,,14,14,0,1.0,"shallow oval tray w one tall handle, light tan w darker brown rim/weave","shallow oval tray w one tall handle, light tan w darker brown rim/weave"
Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_4,4,10,10,deterministic,,deterministic,,12,12,0,1.0,oval white-ish wicker w tall handle + red ties on the sides,oval white-ish wicker w tall handle + red ties on the sides
Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_4,4,11,11,deterministic,,deterministic,,13,13,0,1.0,"squat oval light-brown basket, open top, thick rim + one handle (no lid)","squat oval light-brown basket, open top, thick rim + one handle (no lid)"
Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_4,4,12,12,deterministic,,deterministic,,12,12,0,1.0,"dark gray/black wicker, squat rectangle, big arched handle, lighter base stripe","dark gray/black wicker, squat rectangle, big arched handle, lighter base stripe"
Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_4,4,2,2,deterministic,,deterministic,,11,11,0,1.0,"small rectangular, tight square-weave, big arched handle (kinda orange/brown)","small rectangular, tight square-weave, big arched handle (kinda orange/brown)"
Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_4,4,3,3,deterministic,,deterministic,,9,9,0,1.0,"lidded duck-shaped basket (side view, beak sticking out)","lidded duck-shaped basket (side view, beak sticking out)"
